sentence,sentiment,tokenized_text,emoji to text,emoji to text + stopwords
nơi ở trong tình trạng đáng thương của mùi buồn nôn bên dưới,negative,nơi ở trong tình_trạng đáng thương của mùi buồn_nôn bên dưới,nơi ở trong tình_trạng đáng thương của mùi buồn_nôn bên dưới,tình_trạng thương mùi buồn_nôn
"cửa hàng sạch sẽ, đẹp đẽ. ngồi tầng 2 có thể ngắm ra được hồ gươm, và dòng xe đổ về hồ gươm. đồ ăn nhanh ngon, đậm đà hương vị. giá cũng ok so với mặt bằng",positive,"cửa_hàng sạch_sẽ , đẹp_đẽ . ngồi tầng 2 có_thể ngắm ra được hồ gươm , và dòng xe đổ về hồ gươm . đồ_ăn nhanh ngon , đậm_đà hương_vị . giá cũng ok so với mặt_bằng","cửa_hàng sạch_sẽ , đẹp_đẽ . ngồi tầng 2 có_thể ngắm ra được hồ gươm , và dòng xe đổ về hồ gươm . đồ_ăn nhanh ngon , đậm_đà hương_vị . giá cũng ok so với mặt_bằng",cửa_hàng sạch_sẽ đẹp_đẽ tầng 2 có_thể ngắm hồ gươm dòng xe đổ hồ gươm đồ_ăn ngon đậm_đà hương_vị giá ok mặt_bằng
"nhân viên ngoan, không gian sạch sẽ, yên tĩnh, gần trung tâm khu đi bộ rất thuận tiện cho việc đi dạo phố cuối tuần.",positive,"nhân_viên ngoan , không_gian sạch_sẽ , yên_tĩnh , gần trung_tâm khu đi bộ rất thuận_tiện cho việc đi dạo phố cuối tuần .","nhân_viên ngoan , không_gian sạch_sẽ , yên_tĩnh , gần trung_tâm khu đi bộ rất thuận_tiện cho việc đi dạo phố cuối tuần .",nhân_viên ngoan không_gian sạch_sẽ yên_tĩnh trung_tâm khu thuận_tiện dạo phố
tôi thấy đồ ăn rất ngon,positive,tôi thấy đồ_ăn rất ngon,tôi thấy đồ_ăn rất ngon,đồ_ăn ngon
"mcdonalds tiêu chuẩn, hợp lý nếu bạn bỏ lỡ một chiếc bánh hamburger giá rẻ. khi tôi đi thì trống rỗng vì du lịch pandemi vẫn còn bắt đầu.",neutral,"mcdonalds tiêu_chuẩn , hợp_lý nếu bạn bỏ lỡ một chiếc bánh hamburger giá rẻ . khi tôi đi thì trống_rỗng vì du_lịch pandemi vẫn còn bắt_đầu .","mcdonalds tiêu_chuẩn , hợp_lý nếu bạn bỏ lỡ một chiếc bánh hamburger giá rẻ . khi tôi đi thì trống_rỗng vì du_lịch pandemi vẫn còn bắt_đầu .",mcdonalds tiêu_chuẩn hợp_lý lỡ bánh hamburger giá rẻ trống_rỗng du_lịch pandemi bắt_đầu
"🇰 đánh giá hàn quốc 🇰 mcdonald gần hồ hoan kiem. đến vào sáng sớm, tôi đến thăm hà nội và đến thăm séc trong thời gian. đó là vào sáng sớm, vì vậy tôi đã đặt mua mac morning và có thể dành thời gian. thật tốt khi chỉ cần tháo nó ra, nhưng bạn không cần phải ghé thăm điểm này và tìm mcdonald",neutral,"🇰 đánh_giá hàn_quốc 🇰 mcdonald gần hồ hoan kiem . đến vào sáng sớm , tôi đến thăm hà_nội và đến thăm séc trong thời_gian . đó là vào sáng sớm , vì_vậy tôi đã đặt mua mac morning và có_thể dành thời_gian . thật tốt khi chỉ cần tháo nó ra , nhưng bạn không cần phải ghé thăm điểm này và tìm mcdonald",":ký hiệu chỉ thị khu vực chữ k: đánh_giá hàn_quốc :ký hiệu chỉ thị khu vực chữ k: mcdonald gần hồ hoan kiem . đến vào sáng sớm , tôi đến thăm hà_nội và đến thăm séc trong thời_gian . đó là vào sáng sớm , vì_vậy tôi đã đặt mua mac morning và có_thể dành thời_gian . thật tốt khi chỉ cần tháo nó ra , nhưng bạn không cần phải ghé thăm điểm này và tìm mcdonald",:ký hiệu thị khu vực chữ k: đánh_giá hàn_quốc :ký hiệu thị khu vực chữ k: mcdonald hồ hoan kiem thăm hà_nội thăm séc thời_gian vì_vậy mua mac morning có_thể thời_gian tháo ghé thăm mcdonald
"tôi đã gọi món gà và một chiếc mac lớn thông qua việc lấy thức ăn và đó là bữa ăn tồi tệ nhất mà tôi đã từng ăn ở hà nội cho đến nay. tránh đặt hàng từ chi nhánh này nếu bạn có thể, đặc biệt là thông qua lấy.",negative,"tôi đã gọi món gà và một chiếc mac lớn thông_qua việc lấy thức_ăn và đó là bữa ăn tồi_tệ nhất mà tôi đã từng ăn_ở hà_nội cho đến nay . tránh đặt_hàng từ chi_nhánh này nếu bạn có_thể , đặc_biệt là thông_qua lấy .","tôi đã gọi món gà và một chiếc mac lớn thông_qua việc lấy thức_ăn và đó là bữa ăn tồi_tệ nhất mà tôi đã từng ăn_ở hà_nội cho đến nay . tránh đặt_hàng từ chi_nhánh này nếu bạn có_thể , đặc_biệt là thông_qua lấy .",gọi món gà mac thông_qua thức_ăn tồi_tệ ăn_ở hà_nội đặt_hàng chi_nhánh có_thể đặc_biệt thông_qua
dịch vụ ok. thực phẩm tầm thường,positive,dịch_vụ ok . thực_phẩm tầm_thường,dịch_vụ ok . thực_phẩm tầm_thường,dịch_vụ ok thực_phẩm tầm_thường
một điểm dừng nhanh chóng khi bạn gặp rắc rối với nhà vệ sinh và wifi miễn phí.,positive,một điểm dừng nhanh_chóng khi bạn gặp rắc_rối với nhà_vệ_sinh và wifi miễn_phí .,một điểm dừng nhanh_chóng khi bạn gặp rắc_rối với nhà_vệ_sinh và wifi miễn_phí .,dừng nhanh_chóng rắc_rối nhà_vệ_sinh wifi miễn_phí
"tôi gọi món kem sô cô la, giải quyết nó tại sổ đăng ký và vào chỗ ngồi của tôi. ... cặp vợ chồng đến sau và đặt hàng vật phẩm 💑 nhặt các mặt hàng và đi ra ngoài cửa hàng. ... cặp đôi tiếp theo ... thư ký cửa hàng đã mang các mặt hàng từ gia đình tôi trước mặt tôi đến tầng hai. ... tôi cũng mang các sản phẩm của gia đình mình lên tầng hai. huh, còn kem sô cô la của tôi thì sao ... thư ký kiểm tra biên lai của tôi và quay lại núi biên lai trước khi đăng ký ... tôi đã quên sau tất cả tôi chưa bao giờ nghĩ rằng điều này sẽ kéo dài trong hai ngày ... bây giờ tôi sẽ đợi tsuki trở lại 😆 thư ký cửa hàng dường như không bị xúc phạm. ... hahaha",negative,"tôi gọi món kem sô cô la , giải_quyết nó tại sổ đăng_ký và vào chỗ ngồi của tôi . ... cặp vợ_chồng đến sau và đặt_hàng vật_phẩm 💑 nhặt các mặt_hàng và đi ra ngoài cửa_hàng . ... cặp đôi tiếp_theo ... thư_ký cửa_hàng đã mang các mặt_hàng từ gia_đình tôi trước mặt tôi đến tầng hai . ... tôi cũng mang các sản_phẩm của gia_đình mình lên tầng hai . huh , còn kem sô cô la của tôi thì sao ... thư_ký kiểm_tra biên_lai của tôi và quay lại núi biên_lai trước khi đăng_ký ... tôi đã quên sau tất_cả tôi chưa bao_giờ nghĩ rằng điều này sẽ kéo_dài trong hai ngày ... bây_giờ tôi sẽ đợi tsuki trở_lại 😆 thư_ký cửa_hàng dường_như không bị xúc_phạm . ... hahaha","tôi gọi món kem sô cô la , giải_quyết nó tại sổ đăng_ký và vào chỗ ngồi của tôi . ... cặp vợ_chồng đến sau và đặt_hàng vật_phẩm :cặp đôi có trái tim: nhặt các mặt_hàng và đi ra ngoài cửa_hàng . ... cặp đôi tiếp_theo ... thư_ký cửa_hàng đã mang các mặt_hàng từ gia_đình tôi trước mặt tôi đến tầng hai . ... tôi cũng mang các sản_phẩm của gia_đình mình lên tầng hai . huh , còn kem sô cô la của tôi thì sao ... thư_ký kiểm_tra biên_lai của tôi và quay lại núi biên_lai trước khi đăng_ký ... tôi đã quên sau tất_cả tôi chưa bao_giờ nghĩ rằng điều này sẽ kéo_dài trong hai ngày ... bây_giờ tôi sẽ đợi tsuki trở_lại :mặt cười toe toét: thư_ký cửa_hàng dường_như không bị xúc_phạm . ... hahaha",gọi món kem sô la giải_quyết sổ đăng_ký chỗ ... cặp vợ_chồng đặt_hàng vật_phẩm :cặp đôi trái tim: nhặt mặt_hàng cửa_hàng ... cặp đôi tiếp_theo ... thư_ký cửa_hàng mặt_hàng gia_đình mặt tầng hai ... sản_phẩm gia_đình tầng hai huh kem sô la ... thư_ký kiểm_tra biên_lai núi biên_lai đăng_ký ... quên tất_cả bao_giờ kéo_dài hai ... bây_giờ đợi tsuki trở_lại :mặt cười toe toét: thư_ký cửa_hàng dường_như xúc_phạm ... hahaha
thức ăn giá cả phải chăng cho mọi người,positive,thức_ăn giá_cả phải_chăng cho mọi người,thức_ăn giá_cả phải_chăng cho mọi người,thức_ăn giá_cả phải_chăng
dịch vụ tốt mcdonalds cổ điển,neutral,dịch_vụ tốt mcdonalds cổ_điển,dịch_vụ tốt mcdonalds cổ_điển,dịch_vụ mcdonalds cổ_điển
cũng có thể chỉ phục vụ nó trong một kích thước nhỏ mặc dù chúng tôi trả tiền cho lớn và yêu cầu lớn. bạn đang phân phối khoai tây xảy ra mọi lúc. đặt hàng lớn và chúng luôn lấp đầy nó ít hơn một nửa.,negative,cũng có_thể chỉ phục_vụ nó trong một kích_thước nhỏ mặc_dù chúng_tôi trả tiền cho lớn và yêu_cầu lớn . bạn đang phân_phối khoai_tây xảy ra mọi lúc . đặt_hàng lớn và chúng luôn lấp đầy nó ít hơn một_nửa .,cũng có_thể chỉ phục_vụ nó trong một kích_thước nhỏ mặc_dù chúng_tôi trả tiền cho lớn và yêu_cầu lớn . bạn đang phân_phối khoai_tây xảy ra mọi lúc . đặt_hàng lớn và chúng luôn lấp đầy nó ít hơn một_nửa .,có_thể phục_vụ kích_thước mặc_dù chúng_tôi tiền yêu_cầu phân_phối khoai_tây xảy đặt_hàng lấp một_nửa
một nơi tốt để ăn sau khi mua sắm của bạn tại quảng trường bên kia đường.,positive,một nơi tốt để ăn sau khi mua_sắm của bạn tại quảng_trường bên kia đường .,một nơi tốt để ăn sau khi mua_sắm của bạn tại quảng_trường bên kia đường .,mua_sắm quảng_trường kia đường
"đồ ăn ngon, nhiều loại nước, sốt, bánh, tráng miệng, giá cả 45. không gian đẹp, rộng",positive,"đồ_ăn ngon , nhiều loại nước , sốt , bánh , tráng_miệng , giá_cả 45 . không_gian đẹp , rộng","đồ_ăn ngon , nhiều loại nước , sốt , bánh , tráng_miệng , giá_cả 45 . không_gian đẹp , rộng",đồ_ăn ngon sốt bánh tráng_miệng giá_cả 45 không_gian đẹp rộng
tuyệt vời,positive,tuyệt_vời,tuyệt_vời,tuyệt_vời
"thực đơn hơi khác với hàn quốc và loại ít hơn. tuy nhiên, giá thấp và hương vị không khác với hàn quốc.",positive,"thực_đơn hơi khác với hàn_quốc và loại ít hơn . tuy_nhiên , giá thấp và hương_vị không khác với hàn_quốc .","thực_đơn hơi khác với hàn_quốc và loại ít hơn . tuy_nhiên , giá thấp và hương_vị không khác với hàn_quốc .",thực_đơn hơi hàn_quốc tuy_nhiên giá hương_vị hàn_quốc
không có chỗ gửi xe,positive,không có chỗ gửi xe,không có chỗ gửi xe,chỗ gửi xe
kinh nghiệm tuyệt vời và bầu không khí.,positive,kinh_nghiệm tuyệt_vời và bầu_không_khí .,kinh_nghiệm tuyệt_vời và bầu_không_khí .,kinh_nghiệm tuyệt_vời bầu_không_khí
nhân viên làm ăn lề mà lề mề.,negative,nhân_viên làm_ăn lề_mà_lề_mề .,nhân_viên làm_ăn lề_mà_lề_mề .,nhân_viên làm_ăn lề_mà_lề_mề
làm quá lâu,negative,làm quá lâu,làm quá lâu,
"sau campuchia và lào một niềm vui thực sự để trở lại với một thức ăn nhanh. giá rất chính xác, thức ăn khá tốt.",positive,"sau campuchia và lào một niềm vui thực_sự để trở_lại với một thức_ăn nhanh . giá rất chính_xác , thức_ăn khá tốt .","sau campuchia và lào một niềm vui thực_sự để trở_lại với một thức_ăn nhanh . giá rất chính_xác , thức_ăn khá tốt .",campuchia lào niềm vui trở_lại thức_ăn giá chính_xác thức_ăn
mcdonald xông ở khắp mọi nơi tốt,positive,mcdonald xông ở khắp mọi nơi tốt,mcdonald xông ở khắp mọi nơi tốt,mcdonald xông khắp
"mình đi cuối tuần nên quán rất đông. đặt món bằng máy nhưng vẫn phải ra quầy thanh toán nhé, sau đó nhân viên sẽ đem đồ lên cho bạn. đồ ăn nhanh nên không có gì để nói, ăn no là được. nhân viên nhiệt tình, mình nhờ mấy việc họ cũng chạy đi làm cho. quán vị trí đẹp nhưng view nhìn hầu như không có mấy. cả quán chỉ có 1 nhà vệ sinh 2 phòng nên ăn xong muốn rửa tay hay đi vệ sinh xếp hàng khá mất thời gian.",positive,"mình đi cuối tuần nên quán rất đông . đặt món bằng máy nhưng vẫn phải ra quầy thanh_toán nhé , sau đó nhân_viên sẽ đem đồ lên cho bạn . đồ_ăn nhanh nên không có gì để nói , ăn no là được . nhân_viên nhiệt_tình , mình nhờ mấy việc họ cũng chạy đi làm cho . quán vị_trí đẹp nhưng view nhìn hầu_như không có mấy . cả quán chỉ có 1 nhà_vệ_sinh 2 phòng nên ăn xong muốn rửa tay hay đi vệ_sinh xếp_hàng khá mất thời_gian .","mình đi cuối tuần nên quán rất đông . đặt món bằng máy nhưng vẫn phải ra quầy thanh_toán nhé , sau đó nhân_viên sẽ đem đồ lên cho bạn . đồ_ăn nhanh nên không có gì để nói , ăn no là được . nhân_viên nhiệt_tình , mình nhờ mấy việc họ cũng chạy đi làm cho . quán vị_trí đẹp nhưng view nhìn hầu_như không có mấy . cả quán chỉ có 1 nhà_vệ_sinh 2 phòng nên ăn xong muốn rửa tay hay đi vệ_sinh xếp_hàng khá mất thời_gian .",quán đông món máy quầy thanh_toán nhân_viên đem đồ đồ_ăn no nhân_viên nhiệt_tình mấy chạy quán vị_trí đẹp view hầu_như mấy quán 1 nhà_vệ_sinh 2 phòng xong rửa vệ_sinh xếp_hàng thời_gian
