name,text,stars
Autumn Umberger,No longer allowing parking outside the facility. All other parking is pay only and is more than a block walk from the location. Won't be coming here nearly at all anymore. But that's probably a good thing.,1
Thomas Santo,"Une vraie ambiance de mc Donald's asiatique.
Pas beaucoup de choix différents de la France, je m'attendais à plus de choc ""McDonald's"".

Le mcflurry Oreo au matcha est assez étonnant par contre.",4
Tú Hoàng,Mình cảm thấy không được tôn trọng vì thái độ của các bạn nhân viên bán hàng,1
Haddon Kilmartin,Not even open 24hrs get a grip ronald mcdonaal,1
Karin Hasegawa,二階はいつも湿っていて空気が悪く臭いです。場所の都合、常に混んでいます。客は自分でゴミを捨てないので、席に座るには前の客のゴミをスタッフに片付けて貰う必要があるので効率が悪いです。注文から受け取りまでは自動化されてるのでスムーズです。スタッフは一生懸命働いてます。,3
Morten Pedersen,Ordrer bestilt på ordremaskinen blev ikke ekspederet. De blev lagt bagest i køen eller forsvandt. Det var nødvendigt at rykke flere gange for maden.,1
viet ha,"Trẻ con rất thích, cuối tuần rất đông",5
Ankur Jyoti Sharma,It was delicious meal as expected. We were looking for something other than the regular Vietnamese food and this was well within our rescue,5
Thao CZ Le (Thao Le),Mc Donald Bờ Hồ vị trí đẹp. Muốn ăn MD mình thường ghé vào đây Thik nhất món kem và bánh Big Mc,3
Kieran,AVOID!! Worst McDonalds I’ve ever had. GAVE ME FOOD POISONING!! Disgusting,1
화채,마차라떼 존맛,5
This Nothing,"Food same same at all MacD's the problem is parking,  can park, then cannot Park,  on and on it changes daily",2
Sarah Elsmore,Awesome McDonald’s on the main road!! The staff are very friendly and the young girl at the register spoke very good english. Very happy with the service and quality of food. Thank you to the staff for a great experience :),5
Arun Babbar,Like all MacDonald world over this one Hanoi was no different...enjoyed eating here...,5
Vipin Vijaykumar,"Spacious, with enough number of seats. The restaurant has dedicated takeway section. The restaurant has a decently maintained restroom. Do try their fish fillet burger. Meals include fries OR salad as an option.
Although ordering/payment needs to be done at counter, food will be served to hour table.

Condiments like mayo, sweet & sour sauce are available separately.

Service is quick.",5
Alexander Fortuna III,"Service is a bit slow for a ""fast"" food chain but the cooking is good. I think that's why it took a longer time to prepare the food. It's not pre-cooked or anything.",4
Bailee Copeland,"Staff was friendly, was able to easily order & pay on one of the machines, & food was decent. Wasn’t the best McDonald’s I’ve ever had but was just what I was looking for. Needed a little bit of western food to change things up. Very affordable! Paid 44,000 for a McChicken, small fries, & a coke.",4
Mushthaq M,"Good ambiance and friendly staff,  food matches the standards",5
Ms. Lương,"Tệ,
Quá đông, phục vụ chưa tốt.
Đồ ăn bình thường, không bằng các hãng đồ ăn nhanh khác.
Đặc biệt kinh khủng với tiếng ồn, sự mất trật tự ở đây.",1
Rare Russian,Much more tasty than in Russia,5
Niсk Flashback,"Те кто поставили 4/5 звёзд не были в нормальных Макдональдсах. Здесь не вкусная картошка, чизбургер так себе, есть грязь на столах и полу, на окнах можно плесень чёрную увидеть, хотя на первый взгляд ресторан выглядит сносно. В ещё пахнет в туалете.

Самый худший мак в котором я был, дизлайк и отписка.",1
33.Quỳnh Vũ Diễm,"Nhân viên không nhiệt tình,tỏ thái độ với khách hàng,đồ ăn thì chờ mãi không được.Nhân viên cần chỉnh sửa lại thái độ phục vụ",1
SUNG YOO,경험해 보면 알게됨,2
Dzung Tran Huu Minh,"Diamond location right next to Hoan Kiem lake the heart of the city.
Beside your typical Big Mac you can find localizes menu like barbecue chicken, and if lucky, seasonal item like Pho Burger.",4
lethanh giang,Uống mỗi cốc cà phê mà bắt đợi lâu quá .,3
강진우 (maro),맥도날드에 가서 빅맥을 맛보는 것은 하나의 법칙이죠.,5
Nghĩa Cộ,Thỉnh thoảng nhân viên hay giao nhầm order,3
charlie brennan,"Hands down the best McDonald's I've ever been to, when you go up to the door they open it for you and ever one of the staff members that's working and see you come in say hello to you, when I was ordering on the touch screen I was asked twice do i need help, when we were waiting for our food they came up to us and asked are we eating in, they gave me a table number and told me they would drop it down to us, when they dropped the food to us they read out our order to see if we had everything, they checked with us half way thorugh our food are we satisfied with it? They then gave us a voucher for our next visit, and when we had finished they took the tray away for us! Best maccies ever!",5
Beauty Nails,Sehr schön ..gemütlich! 🥰,5
David Scott,"Staff very helpfull. Had ice cream then went around the lake. Went twice, was going to eat in 1st time but noisy students made us leave.",4
이유나,키오스크 앞에서 안내해주는 직원 굉장히 친절하세영,5
Juha-Matti Saari,Normal Mc Donalds. Steady quality. Not too busy place at a time.,4
trường giang đỗ,"View triệu đô.
Đồ ăn tươi ngon.
Khách nước ngoài ủng hộ nhiều.",5
콜라메니아,"1.키오스크에서 주문을한다(현금시)
2.카운터에 키오스크에서 나온 영수증을 보여주며 돈을낸다.
3.카운터에서 받은 스텐드번호판을 두고 자리에서 기다리면 가져다 주신다 ㅇ.ㅇ
4. 한국맥날보다 맛있다(평일기준)",5
Bruno Monte,"Beaucoup de monde, certaines personnes ne consomment même pas. J'ai pris un Macflurry oreo, on cherche l'oreo dedans et supplement chocolat. Rien a voir avec ceux que l'on trouve en Europe",4
M Labelle,Just a regular McDonald's. The service is slow but the food is ok and the employees are generally helpful. I would avoid it during lunch hours because it's very crowded with teenagers.,5
Ryan Carter [TH59],Mcdonalds in asia is always bettet than the UK cant fault it. More choice than at home and more care taken to cook,5
Crow Bruh,Nice,4
Mitsutoshi Isobe,グラブで注文したのですがずーっと無視されてました,1
Marsha Gratia,They have special vietnamese menu and it tasted good,4
Bảo Trần Gia,"Dạo này thấy gà với đồ ăn kèm là Xà lách lắc của MCDONALD'S ngon vl. Kem cũng ngon nữa, đặt trên app thì khuyến mãi cũng nhiều.",5
Lasse Johannessen,"Use google translate for salt, other than that its was great Nice price here in Vietnam 👍",5
Jee Hoon Lee,"빅맥은 언제 어디서나 같은 맛.
나머지는 다른맛 ㅋ",5
rosie camilleri,"The toys are very rude, girls and boys toys are disrespectful. then again there are people in this world that  want to be a girl and boy isn’t that ok! your showing kids that they have to pick one gender can’t this world be more accepting,  change your toys to children so children don’t have to feel pressured to pick one gender",4
Mcdaryl Lleno,"A tourist from Philippines here!

Brace for the experience because most of their combo offerings do not have rice included. Also, there is no gravy. There are only 4 varieties of sauce which includes chili garlic, mayonaisse, ketchup and chili sauce.",5
Will C,I love McDonald's,5
Trịnh Duy Anh,Quá đông nhưng nếu chấp nhận chờ đợi 10p thì vẫn okie vì Macdonald đây có sử dụng phương pháp tự order cho khách.Khách order trên các bảng menu sau đoa ra thanh toán tại quầy cầm ticket và đợi.Đồ thì vẫn chuẩn Macdonald,4
Kenji Yamazaki,ベトナムっぽいフォーバーガー？みたいなのがあって注文しました。ベトナムっぽい味！笑  店内は空いていましたが現地の子供が騒いでテーブルに乗っかっていたりローラースケートで走り回ったりしていて騒がしかったです。,3
Ryan Donald,Clean and what you expect from a McDonald’s,4
na mi,한국사람이지만 호안끼엠에서는 롯데리아 먹지말고 맥도날드 드세요,4
Antoine Trần,"McDonald’s Hồ Gươm

Fantastic 👌🏼",5
Huy Hoàng Nguyễn Như,"The food and serve was ok, but I can’t order online with any apps. The restroom was dirty. Some time the space just like a trash yard",3
BK,Come here for safe haven food.,5
Suthiyano Kan,อร่อยได้มาตรฐาน​ ชอบซอสพริก​ กับซอยพริกกระเทียม​ อร่อยมากครับ​ ที่ไทยไม่มีแบบนี้,5
Abanoub Colta,Great place! Pho burger was new for me being an American,5
Jesse Wiersma,Geen vegetarische burgers en het restaurant was vies. Prullenbakken liepen over.,2
Trung POIRIER,"Nul, c'est incomparable avec les Macdo en Europe !!!",2
Sojeong Gwak,다좋은데 사람이 너무 많고 화장실이 한칸이에오ㅜ,4
Rảnh TV,Tuyệt,5
Muhamad Abu Reda,"Good and clean place , we just ordered an icecream , so i cant tell you if the food is good or bad",5
Nhí Nhố Huy,Tài Xế Công Nghệ Đến Lấy Hàng! Không cho Tài Xế Vào Quán Bắt đứng ngoài đợi. Dù trời đang nắng hay mưa!!! Quản lý quán lên xem xét lại mình và nhân viên quán!,1
Quoc Viet Ngo,"Burger cannot compare with burger king. The chicken was too salty, cannot compare with kfc or lotteri...",2
Tùng Đỗ Đình,"Tài xế đến lấy hàng trời mưa hay nắng cũng ko cho vào lấy,bắt lấy hàng
Đề nghị xem lại thái độ của quán vs đối tác giao nhận",1
Mai Chi,"Nhân viên nhiệt tình, đồ ăn ngon, thực sự không có gì để chê cho đến khi ra về và bị bảo vệ chửi té tát vào mặt. Mình cả đợi món cả ăn hết tầm 1 tiếng và đến lúc ra về bị bảo vệ chửi, ông cho là mình để xe ở đây ăn xong và đi nơi khác rồi mới quay lại cho dù mình đã giải thích. Thực sự rất thích nơi này nhưng chắc đây sẽ là lần cuối mình đến đây.",2
Dasha Granina,Всё в стиле макдака. Есть кондер.,5
Medhi B.,Sunday Mango and Pineapple yogurts was very good,5
Phúc Lê Hoàng,"Quán khá là đông đúc, phục vụ nhanh, đồ ăn ngon",4
Dzung Pham,"My wife got yielded at when she asked for not taking chicken breast if possible. The Manager's response was unhelpful, rude, inconsiderate, disrespectful and unacceptable. The service level at this place is way worse than those same branches in HCMC. Won't ever come here again!",1
Mom RT,그냥 맥도날드 ㅋㅋㅋ,3
Aaron Karabegovic,Worst McDonalds burger I've ever had.,1
Christopher Cotton,Very busy and only had 3 screens youvcould order from.  Food took ages to get.  The bun itself was wet and horrible. Not a great experience.,3
Ha Pham,Đâu cũng vậy cùng một type.,4
Long Nguyen,Got severe stomachache,1
Trinh2k Chang,Bắt tài xế đứng trờ ngoài đường. Tài xế cũng là khách hàng,1
ANTON nedolzhno,Старуха возле ресторана требует деньги за парковку на дороге),5
諸星旭,"外国人だから分からないと思ったのか普通にお金多くとられました。残念です。
味は普通にマックでした。",1
linh cao vũ,Phục vụ tốt!,5
김종욱,매장내 식사 생각하고갔다가 주말에 인피로인해 테이크 아웃 해 왔다 카드 기계가 고장인지 카드 결제가 안되서 외국 사람들은 다 당황한듯 카운터로 다시 가서 현금결제하고 키오스크가 제역할을 못하는거 같다,3
