Name,Review,Stars,Sentiment
Thanh Bình An,Quán ok 👍,5,Positive
Minh Khổng,"Is so good, you need to try it",5,Positive
Loc Ngo,Ko có vòi xịt,1,Negative
조현욱,"역시는 역시 맥도날드는 맥도날드!

빅맥세트 10만동.
세계통합 맛.
호안끼엠.

(2023)",5,Positive
R.,"Sauber, freundliches Personal",5,Positive
HanMar “HM”,Mayo and garlic chili sauce nya enak,5,Positive
Dan Jones,Still using plastic straw's in 2023 :000,1,Negative
Chris Ellinas,Very nice 🍔,5,Positive
mark evison,Delivery down,1,Negative
Quang Thanh,"Ổn. Đồ ăn mang tính công nghiệp nên không đòi hỏi nhiều.
Lúc mình ăn là vào tầm trưa, miếng gà bạn mình vừa lấy từ tay nhân viên khs đã nguội nên là -1 sao.",5,Positive
Corbett Campbell,Good Oreo mcfurries,5,Positive
Brian Luck,"Classic McDs on the edge of the lake in central Hanoi
Plenty of seating upstairs, clean and airy
Menu has rice dishes too if you want",3,Neutral
Toàn Phạm Việt,"Mình khá thích mc donard vì gà cay và có đến 4 loại đồ chấm, đồ uống có coca không đường recommend luôn",5,Positive
PHUONGTHAO CHU,"Đồ ăn ngon, thực đơn phong phú, quy trình chuẩn bị chuyên nghiệp, vị trí đẹp nhg địa điểm đông nên thành ra hơi nhỏ",4,Positive
Muhammad Syamsul arifin,"saya suka ketika winter, ada penghangat, staff membersihkan tempat tempat dengan bersih, kerja bagus",5,Positive
S.C. Jang,"그냥 평범한 맥도날드인데 치밥같은 메뉴가 있다 한국 가격의 80프로 정도 되는것 같다
음식때문에 지칠때 먹고 호수 한바퀴 돌면서 응옥선 사당으로 산책한번 하는걸 추천한다",5,Positive
DaeHa Jeong,치킨 맛집^^무슨 말이 필요할까요?,4,Positive
Phương Anh,"Thái độ nhân viên siêu tệ.
Tin được không? Cửa hàng đồ ăn không có dao to để cắt đôi hộ khách cái Burger 🤣🤣🤣",1,Negative
Autumn Umberger,No longer allowing parking outside the facility. All other parking is pay only and is more than a block walk from the location. Won't be coming here nearly at all anymore. But that's probably a good thing.,1,Negative
Thomas Santo,"Une vraie ambiance de mc Donald's asiatique.
Pas beaucoup de choix différents de la France, je m'attendais à plus de choc ""McDonald's"".

Le mcflurry Oreo au matcha est assez étonnant par contre.",4,Positive
Tú Hoàng,Mình cảm thấy không được tôn trọng vì thái độ của các bạn nhân viên bán hàng,1,Negative
Haddon Kilmartin,Not even open 24hrs get a grip ronald mcdonaal,1,Negative
Karin Hasegawa,二階はいつも湿っていて空気が悪く臭いです。場所の都合、常に混んでいます。客は自分でゴミを捨てないので、席に座るには前の客のゴミをスタッフに片付けて貰う必要があるので効率が悪いです。注文から受け取りまでは自動化されてるのでスムーズです。スタッフは一生懸命働いてます。,3,Neutral
Morten Pedersen,Ordrer bestilt på ordremaskinen blev ikke ekspederet. De blev lagt bagest i køen eller forsvandt. Det var nødvendigt at rykke flere gange for maden.,1,Negative
viet ha,"Trẻ con rất thích, cuối tuần rất đông",5,Positive
Ankur Jyoti Sharma,It was delicious meal as expected. We were looking for something other than the regular Vietnamese food and this was well within our rescue,5,Positive
Thao CZ Le (Thao Le),Mc Donald Bờ Hồ vị trí đẹp. Muốn ăn MD mình thường ghé vào đây Thik nhất món kem và bánh Big Mc,3,Neutral
Kieran,AVOID!! Worst McDonalds I’ve ever had. GAVE ME FOOD POISONING!! Disgusting,1,Negative
화채,마차라떼 존맛,5,Positive
This Nothing,"Food same same at all MacD's the problem is parking,  can park, then cannot Park,  on and on it changes daily",2,Negative
Sarah Elsmore,Awesome McDonald’s on the main road!! The staff are very friendly and the young girl at the register spoke very good english. Very happy with the service and quality of food. Thank you to the staff for a great experience :),5,Positive
Arun Babbar,Like all MacDonald world over this one Hanoi was no different...enjoyed eating here...,5,Positive
Vipin Vijaykumar,"Spacious, with enough number of seats. The restaurant has dedicated takeway section. The restaurant has a decently maintained restroom. Do try their fish fillet burger. Meals include fries OR salad as an option.
Although ordering/payment needs to be done at counter, food will be served to hour table.

Condiments like mayo, sweet & sour sauce are available separately.

Service is quick.",5,Positive
Alexander Fortuna III,"Service is a bit slow for a ""fast"" food chain but the cooking is good. I think that's why it took a longer time to prepare the food. It's not pre-cooked or anything.",4,Positive
Bailee Copeland,"Staff was friendly, was able to easily order & pay on one of the machines, & food was decent. Wasn’t the best McDonald’s I’ve ever had but was just what I was looking for. Needed a little bit of western food to change things up. Very affordable! Paid 44,000 for a McChicken, small fries, & a coke.",4,Positive
Mushthaq M,"Good ambiance and friendly staff,  food matches the standards",5,Positive
Ms. Lương,"Tệ,
Quá đông, phục vụ chưa tốt.
Đồ ăn bình thường, không bằng các hãng đồ ăn nhanh khác.
Đặc biệt kinh khủng với tiếng ồn, sự mất trật tự ở đây.",1,Negative
Rare Russian,Much more tasty than in Russia,5,Positive
Niсk Flashback,"Те кто поставили 4/5 звёзд не были в нормальных Макдональдсах. Здесь не вкусная картошка, чизбургер так себе, есть грязь на столах и полу, на окнах можно плесень чёрную увидеть, хотя на первый взгляд ресторан выглядит сносно. В ещё пахнет в туалете.

Самый худший мак в котором я был, дизлайк и отписка.",1,Negative
33.Quỳnh Vũ Diễm,"Nhân viên không nhiệt tình,tỏ thái độ với khách hàng,đồ ăn thì chờ mãi không được.Nhân viên cần chỉnh sửa lại thái độ phục vụ",1,Negative
SUNG YOO,경험해 보면 알게됨,2,Negative
Dzung Tran Huu Minh,"Diamond location right next to Hoan Kiem lake the heart of the city.
Beside your typical Big Mac you can find localizes menu like barbecue chicken, and if lucky, seasonal item like Pho Burger.",4,Positive
lethanh giang,Uống mỗi cốc cà phê mà bắt đợi lâu quá .,3,Neutral
강진우 (maro),맥도날드에 가서 빅맥을 맛보는 것은 하나의 법칙이죠.,5,Positive
Nghĩa Cộ,Thỉnh thoảng nhân viên hay giao nhầm order,3,Neutral
charlie brennan,"Hands down the best McDonald's I've ever been to, when you go up to the door they open it for you and ever one of the staff members that's working and see you come in say hello to you, when I was ordering on the touch screen I was asked twice do i need help, when we were waiting for our food they came up to us and asked are we eating in, they gave me a table number and told me they would drop it down to us, when they dropped the food to us they read out our order to see if we had everything, they checked with us half way thorugh our food are we satisfied with it? They then gave us a voucher for our next visit, and when we had finished they took the tray away for us! Best maccies ever!",5,Positive
Beauty Nails,Sehr schön ..gemütlich! 🥰,5,Positive
David Scott,"Staff very helpfull. Had ice cream then went around the lake. Went twice, was going to eat in 1st time but noisy students made us leave.",4,Positive
이유나,키오스크 앞에서 안내해주는 직원 굉장히 친절하세영,5,Positive
Juha-Matti Saari,Normal Mc Donalds. Steady quality. Not too busy place at a time.,4,Positive
trường giang đỗ,"View triệu đô.
Đồ ăn tươi ngon.
Khách nước ngoài ủng hộ nhiều.",5,Positive
콜라메니아,"1.키오스크에서 주문을한다(현금시)
2.카운터에 키오스크에서 나온 영수증을 보여주며 돈을낸다.
3.카운터에서 받은 스텐드번호판을 두고 자리에서 기다리면 가져다 주신다 ㅇ.ㅇ
4. 한국맥날보다 맛있다(평일기준)",5,Positive
Bruno Monte,"Beaucoup de monde, certaines personnes ne consomment même pas. J'ai pris un Macflurry oreo, on cherche l'oreo dedans et supplement chocolat. Rien a voir avec ceux que l'on trouve en Europe",4,Positive
M Labelle,Just a regular McDonald's. The service is slow but the food is ok and the employees are generally helpful. I would avoid it during lunch hours because it's very crowded with teenagers.,5,Positive
Ryan Carter [TH59],Mcdonalds in asia is always bettet than the UK cant fault it. More choice than at home and more care taken to cook,5,Positive
Crow Bruh,Nice,4,Positive
Mitsutoshi Isobe,グラブで注文したのですがずーっと無視されてました,1,Negative
Marsha Gratia,They have special vietnamese menu and it tasted good,4,Positive
Bảo Trần Gia,"Dạo này thấy gà với đồ ăn kèm là Xà lách lắc của MCDONALD'S ngon vl. Kem cũng ngon nữa, đặt trên app thì khuyến mãi cũng nhiều.",5,Positive
Lasse Johannessen,"Use google translate for salt, other than that its was great Nice price here in Vietnam 👍",5,Positive
Jee Hoon Lee,"빅맥은 언제 어디서나 같은 맛.
나머지는 다른맛 ㅋ",5,Positive
rosie camilleri,"The toys are very rude, girls and boys toys are disrespectful. then again there are people in this world that  want to be a girl and boy isn’t that ok! your showing kids that they have to pick one gender can’t this world be more accepting,  change your toys to children so children don’t have to feel pressured to pick one gender",4,Positive
Mcdaryl Lleno,"A tourist from Philippines here!

Brace for the experience because most of their combo offerings do not have rice included. Also, there is no gravy. There are only 4 varieties of sauce which includes chili garlic, mayonaisse, ketchup and chili sauce.",5,Positive
Will C,I love McDonald's,5,Positive
Trịnh Duy Anh,Quá đông nhưng nếu chấp nhận chờ đợi 10p thì vẫn okie vì Macdonald đây có sử dụng phương pháp tự order cho khách.Khách order trên các bảng menu sau đoa ra thanh toán tại quầy cầm ticket và đợi.Đồ thì vẫn chuẩn Macdonald,4,Positive
Kenji Yamazaki,ベトナムっぽいフォーバーガー？みたいなのがあって注文しました。ベトナムっぽい味！笑  店内は空いていましたが現地の子供が騒いでテーブルに乗っかっていたりローラースケートで走り回ったりしていて騒がしかったです。,3,Neutral
Ryan Donald,Clean and what you expect from a McDonald’s,4,Positive
na mi,한국사람이지만 호안끼엠에서는 롯데리아 먹지말고 맥도날드 드세요,4,Positive
Antoine Trần,"McDonald’s Hồ Gươm

Fantastic 👌🏼",5,Positive
Huy Hoàng Nguyễn Như,"The food and serve was ok, but I can’t order online with any apps. The restroom was dirty. Some time the space just like a trash yard",3,Neutral
BK,Come here for safe haven food.,5,Positive
Suthiyano Kan,อร่อยได้มาตรฐาน​ ชอบซอสพริก​ กับซอยพริกกระเทียม​ อร่อยมากครับ​ ที่ไทยไม่มีแบบนี้,5,Positive
Abanoub Colta,Great place! Pho burger was new for me being an American,5,Positive
Jesse Wiersma,Geen vegetarische burgers en het restaurant was vies. Prullenbakken liepen over.,2,Negative
Trung POIRIER,"Nul, c'est incomparable avec les Macdo en Europe !!!",2,Negative
Sojeong Gwak,다좋은데 사람이 너무 많고 화장실이 한칸이에오ㅜ,4,Positive
Rảnh TV,Tuyệt,5,Positive
Muhamad Abu Reda,"Good and clean place , we just ordered an icecream , so i cant tell you if the food is good or bad",5,Positive
Nhí Nhố Huy,Tài Xế Công Nghệ Đến Lấy Hàng! Không cho Tài Xế Vào Quán Bắt đứng ngoài đợi. Dù trời đang nắng hay mưa!!! Quản lý quán lên xem xét lại mình và nhân viên quán!,1,Negative
Quoc Viet Ngo,"Burger cannot compare with burger king. The chicken was too salty, cannot compare with kfc or lotteri...",2,Negative
