Review,Sentiment,tokenized_text,emoji to text,emoji to text + stopwords
hai tầng rất bận rộn mcdonalds. họ mang đơn đặt hàng của bạn vào bàn của bạn và thức ăn rất tươi và ngon và bánh mì kẹp thịt thực sự trông giống như những bức ảnh. và nơi này là không tì vết nhân viên luôn dọn dẹp.,1,hai tầng rất bận_rộn mcdonalds . họ mang đơn đặt_hàng của bạn vào bàn của bạn và thức_ăn rất tươi và ngon và bánh_mì kẹp thịt thực_sự trông giống như những bức ảnh . và nơi này là không tì_vết nhân_viên luôn dọn_dẹp .,hai tầng rất bận_rộn mcdonalds . họ mang đơn đặt_hàng của bạn vào bàn của bạn và thức_ăn rất tươi và ngon và bánh_mì kẹp thịt thực_sự trông giống như những bức ảnh . và nơi này là không tì_vết nhân_viên luôn dọn_dẹp .,hai tầng bận_rộn mcdonalds đơn đặt_hàng bàn thức_ăn tươi ngon bánh_mì kẹp thịt trông ảnh tì_vết nhân_viên dọn_dẹp
"quán cafe bên dưới đẹp, cổ điển",1,"quán cafe bên dưới đẹp , cổ_điển","quán cafe bên dưới đẹp , cổ_điển",quán cafe đẹp cổ_điển
"điều này có vị chính xác giống như trở về nhà ở úc, rất tốt. nhân viên được tự do và nói tiếng anh rất tốt, có thể hơi bận rộn tùy thuộc vào ngày bạn đi và thời gian nào, nhưng nhân viên rất hiệu quả và di chuyển dòng rất nhanh, ngay cả trong khoảng thời gian bận rộn, tôi chưa bao giờ mắc sai lầm với đơn đặt hàng của tôi rất mới mẻ.",1,"điều này có vị chính_xác giống như trở về nhà ở úc , rất tốt . nhân_viên được tự_do và nói tiếng anh rất tốt , có_thể hơi bận_rộn tuỳ_thuộc vào ngày bạn đi và thời_gian nào , nhưng nhân_viên rất hiệu_quả và di_chuyển dòng rất nhanh , ngay cả trong khoảng thời_gian bận_rộn , tôi chưa bao_giờ mắc sai_lầm với đơn đặt_hàng của tôi rất mới_mẻ .","điều này có vị chính_xác giống như trở về nhà ở úc , rất tốt . nhân_viên được tự_do và nói tiếng anh rất tốt , có_thể hơi bận_rộn tuỳ_thuộc vào ngày bạn đi và thời_gian nào , nhưng nhân_viên rất hiệu_quả và di_chuyển dòng rất nhanh , ngay cả trong khoảng thời_gian bận_rộn , tôi chưa bao_giờ mắc sai_lầm với đơn đặt_hàng của tôi rất mới_mẻ .",vị chính_xác trở úc nhân_viên tự_do tiếng có_thể hơi bận_rộn tuỳ_thuộc thời_gian nhân_viên hiệu_quả di_chuyển dòng thời_gian bận_rộn bao_giờ mắc sai_lầm đơn đặt_hàng mới_mẻ
"quán rộng, đẹp... ngon",1,"quán rộng , đẹp ... ngon","quán rộng , đẹp ... ngon",quán rộng đẹp ... ngon
"mọi thứ đều đi trước thời đại và chuyên nghiệp ở mức độ cao nhất. đồ ăn sạch sẽ, gà rất giòn da thấm thịt và có nhiều sốt ngon. nên thử mù tạt mật ong và sốt tỏi ớt. nếu như không phải đi bộ vào quán thì sẽ ghé thăm nhiều hơn. cập nhật dạo này mcdonalds có chương trình 99k 2 burger bất kỳ hoặc mua 1 tặng 1 thứ 5 hàng tuần rất ok. hy vọng sẽ tiếp tục có các chương trình mới để thu hút khách hàng.",1,"mọi thứ đều đi trước thời_đại và chuyên_nghiệp ở mức_độ cao nhất . đồ_ăn sạch_sẽ , gà rất giòn da thấm thịt và có nhiều sốt ngon . nên thử mù_tạt mật_ong và sốt tỏi ớt . nếu_như không phải đi bộ vào quán thì sẽ ghé thăm nhiều hơn . cập_nhật dạo này mcdonalds có chương_trình 99k 2 burger bất_kỳ hoặc mua 1 tặng 1 thứ 5 hàng tuần rất ok . hy_vọng sẽ tiếp_tục có các chương_trình mới để thu_hút khách_hàng .","mọi thứ đều đi trước thời_đại và chuyên_nghiệp ở mức_độ cao nhất . đồ_ăn sạch_sẽ , gà rất giòn da thấm thịt và có nhiều sốt ngon . nên thử mù_tạt mật_ong và sốt tỏi ớt . nếu_như không phải đi bộ vào quán thì sẽ ghé thăm nhiều hơn . cập_nhật dạo này mcdonalds có chương_trình 99k 2 burger bất_kỳ hoặc mua 1 tặng 1 thứ 5 hàng tuần rất ok . hy_vọng sẽ tiếp_tục có các chương_trình mới để thu_hút khách_hàng .",thời_đại chuyên_nghiệp mức_độ đồ_ăn sạch_sẽ gà giòn da thấm thịt sốt ngon thử mù_tạt mật_ong sốt tỏi ớt nếu_như quán ghé thăm cập_nhật dạo mcdonalds chương_trình 99k 2 burger bất_kỳ mua 1 tặng 1 5 hàng ok hy_vọng tiếp_tục chương_trình thu_hút khách_hàng
"trong quá khứ, chỉ có hamburger và khoai tây chiên giống như ở đài loan. nó hoàn toàn khác với đài loan.",1,"trong quá_khứ , chỉ có hamburger và khoai_tây chiên giống như ở đài_loan . nó hoàn_toàn khác với đài_loan .","trong quá_khứ , chỉ có hamburger và khoai_tây chiên giống như ở đài_loan . nó hoàn_toàn khác với đài_loan .",quá_khứ hamburger khoai_tây chiên đài_loan hoàn_toàn đài_loan
hàng đợi dài. rất đông đúc. thực phẩm là một chút dưới mức mong đợi.,1,hàng đợi dài . rất đông_đúc . thực_phẩm là một_chút dưới mức mong_đợi .,hàng đợi dài . rất đông_đúc . thực_phẩm là một_chút dưới mức mong_đợi .,hàng đợi đông_đúc thực_phẩm một_chút mong_đợi
vị trí tốt nhất xung quanh đường đi bộ,1,vị_trí tốt nhất xung_quanh đường đi bộ,vị_trí tốt nhất xung_quanh đường đi bộ,vị_trí xung_quanh đường
nv rất chu đáo,1,nv rất chu_đáo,nv rất chu_đáo,nv chu_đáo
"đồ ăn ngon, chất lượng",1,"đồ_ăn ngon , chất_lượng","đồ_ăn ngon , chất_lượng",đồ_ăn ngon chất_lượng
"quán này ăn được . tuy không xuất sắc nhưng cũng nên thử , chỉ có điều hơi đắt",1,"quán này ăn được . tuy không xuất_sắc nhưng cũng_nên thử , chỉ có_điều hơi đắt","quán này ăn được . tuy không xuất_sắc nhưng cũng_nên thử , chỉ có_điều hơi đắt",quán xuất_sắc cũng_nên thử có_điều hơi đắt
"ngon, nhiều đồ khuyến mại đặc biệt cho trẻ e..đôi khi hơi bất tiện vì đông quá",1,"ngon , nhiều đồ khuyến_mại đặc_biệt cho trẻ e .. đôi_khi hơi bất_tiện vì đông quá","ngon , nhiều đồ khuyến_mại đặc_biệt cho trẻ e .. đôi_khi hơi bất_tiện vì đông quá",ngon đồ khuyến_mại đặc_biệt trẻ e .. đôi_khi hơi bất_tiện đông
điều hòa không khí đầy đủ. rất thích hợp khi bạn đổ mồ hôi như một người gypsy và mùi cho chủ nhà.,1,điều_hoà_không_khí đầy_đủ . rất thích_hợp khi bạn đổ mồ_hôi như một người gypsy và mùi cho chủ nhà .,điều_hoà_không_khí đầy_đủ . rất thích_hợp khi bạn đổ mồ_hôi như một người gypsy và mùi cho chủ nhà .,điều_hoà_không_khí đầy_đủ thích_hợp đổ mồ_hôi gypsy mùi chủ
"thức ăn ngon để có được một chút hương vị của đông nam á. hamburger phong phú mang lại mayonnaise. dịch vụ tốt và rất sạch sẽ. ngoài ra, giá thấp so với giá trị phương tây. lựa chọn tốt nếu bạn tìm kiếm thực phẩm khác nhau ở việt nam",1,"thức_ăn ngon để có được một_chút hương_vị của đông nam á . hamburger phong_phú mang lại mayonnaise . dịch_vụ tốt và rất sạch_sẽ . ngoài_ra , giá thấp so với giá_trị phương tây . lựa_chọn tốt nếu bạn tìm_kiếm thực_phẩm khác nhau ở việt_nam","thức_ăn ngon để có được một_chút hương_vị của đông nam á . hamburger phong_phú mang lại mayonnaise . dịch_vụ tốt và rất sạch_sẽ . ngoài_ra , giá thấp so với giá_trị phương tây . lựa_chọn tốt nếu bạn tìm_kiếm thực_phẩm khác nhau ở việt_nam",thức_ăn ngon một_chút hương_vị đông nam hamburger phong_phú mayonnaise dịch_vụ sạch_sẽ ngoài_ra giá giá_trị phương tây lựa_chọn tìm_kiếm thực_phẩm việt_nam
mấy anh bảo vệ không được thân thiện,1,mấy anh bảo_vệ không được thân_thiện,mấy anh bảo_vệ không được thân_thiện,mấy bảo_vệ thân_thiện
gà ăn ngon vệ sinh sạch sẽ,1,gà ăn ngon vệ_sinh sạch_sẽ,gà ăn ngon vệ_sinh sạch_sẽ,gà ngon vệ_sinh sạch_sẽ
số 1 của mcdonald .. thật đáng tiếc khi bạn chỉ có thể ăn với hoan kiem .. có rất nhiều khách hàng. rất phức tạp,1,số 1 của mcdonald .. thật đáng tiếc khi bạn chỉ có_thể ăn với hoan kiem .. có rất nhiều khách_hàng . rất phức_tạp,số 1 của mcdonald .. thật đáng tiếc khi bạn chỉ có_thể ăn với hoan kiem .. có rất nhiều khách_hàng . rất phức_tạp,1 mcdonald .. tiếc có_thể hoan kiem .. khách_hàng phức_tạp
hãy đi cho một mcde ngon.,1,hãy đi cho một mcde ngon .,hãy đi cho một mcde ngon .,mcde ngon
yêu nó,1,yêu nó,yêu nó,yêu
thich thôi,1,thich thôi,thich thôi,thich
"tòa nhà bao gồm 2 tầng, nằm gần hồ hoan kiem.",1,"toà nhà bao_gồm 2 tầng , nằm gần hồ hoan kiem .","toà nhà bao_gồm 2 tầng , nằm gần hồ hoan kiem .",bao_gồm 2 tầng nằm hồ hoan kiem
"đôi khi, nơi này quá ồn ào để ăn vào.",1,"đôi_khi , nơi này quá ồn_ào để ăn vào .","đôi_khi , nơi này quá ồn_ào để ăn vào .",đôi_khi ồn_ào
"các nhân viên có thể nói tiếng anh và thân thiện các thực phẩm nóng và tươi. nơi luôn bận rộn, và lộn xộn .. họ cần phải làm sạch nhiều hơn. ngoài ra, nó nên không có khói bên ngoài nhìn chung, bạn có thể đi khắp nơi vì nó đang mở 247.",1,"các nhân_viên có_thể nói tiếng anh và thân_thiện các thực_phẩm nóng và tươi . nơi luôn bận_rộn , và lộn_xộn .. họ cần phải làm sạch nhiều hơn . ngoài_ra , nó nên không có khói bên ngoài nhìn_chung , bạn có_thể đi khắp_nơi vì nó đang mở 247 .","các nhân_viên có_thể nói tiếng anh và thân_thiện các thực_phẩm nóng và tươi . nơi luôn bận_rộn , và lộn_xộn .. họ cần phải làm sạch nhiều hơn . ngoài_ra , nó nên không có khói bên ngoài nhìn_chung , bạn có_thể đi khắp_nơi vì nó đang mở 247 .",nhân_viên có_thể tiếng thân_thiện thực_phẩm nóng tươi bận_rộn lộn_xộn .. sạch ngoài_ra khói nhìn_chung có_thể khắp_nơi 247
mcdonalds chất đầy lượng calo,1,mcdonalds chất đầy lượng calo,mcdonalds chất đầy lượng calo,mcdonalds chất calo
mango và sữa chua dứa chủ nhật rất ngon,1,mango và sữa_chua dứa chủ_nhật rất ngon,mango và sữa_chua dứa chủ_nhật rất ngon,mango sữa_chua dứa chủ_nhật ngon
đệp và ok,1,đệp và ok,đệp và ok,đệp ok
"có rất nhiều người và giá cả cao nếu bạn không thể tìm thấy thứ gì đó để ăn, bạn có thể đến",1,"có rất nhiều người và giá_cả cao nếu bạn không_thể tìm thấy thứ gì đó để ăn , bạn có_thể đến","có rất nhiều người và giá_cả cao nếu bạn không_thể tìm thấy thứ gì đó để ăn , bạn có_thể đến",giá_cả không_thể có_thể
247,1,247,247,247
view triệu đô. đồ ăn tươi ngon. khách nước ngoài ủng hộ nhiều.,1,view triệu đô . đồ_ăn tươi ngon . khách nước_ngoài ủng_hộ nhiều .,view triệu đô . đồ_ăn tươi ngon . khách nước_ngoài ủng_hộ nhiều .,view triệu đô đồ_ăn tươi ngon nước_ngoài ủng_hộ
gần trung tâm thành phố,1,gần trung_tâm thành_phố,gần trung_tâm thành_phố,trung_tâm thành_phố
tốt,1,tốt,tốt,
có tốt nhất,1,có tốt nhất,có tốt nhất,
"quán đông đúc, chỗ ngồi thoải mái view nhìn đường xá ok",1,"quán đông_đúc , chỗ ngồi thoải_mái view nhìn đường xá ok","quán đông_đúc , chỗ ngồi thoải_mái view nhìn đường xá ok",quán đông_đúc chỗ thoải_mái view đường xá ok
và tôi thích nó.,1,và tôi thích nó .,và tôi thích nó .,
ngon. đáng tiền,1,ngon . đáng tiền,ngon . đáng tiền,ngon tiền
"nhân viên rất hiệu quả, hữu ích, khu vực ngồi ngon và lớn để ăn ở tầng một 🌟🌟🌟🌟🌟 vị trí tuyệt vời gần khu phức hợp mua sắm",1,"nhân_viên rất hiệu_quả , hữu_ích , khu_vực ngồi ngon và lớn để ăn_ở tầng một 🌟🌟🌟🌟🌟 vị_trí tuyệt_vời gần khu phức_hợp mua_sắm","nhân_viên rất hiệu_quả , hữu_ích , khu_vực ngồi ngon và lớn để ăn_ở tầng một :ngôi sao phát sáng::ngôi sao phát sáng::ngôi sao phát sáng::ngôi sao phát sáng::ngôi sao phát sáng: vị_trí tuyệt_vời gần khu phức_hợp mua_sắm",nhân_viên hiệu_quả hữu_ích khu_vực ngon ăn_ở tầng :ngôi phát sáng::ngôi phát sáng::ngôi phát sáng::ngôi phát sáng::ngôi phát sáng: vị_trí tuyệt_vời khu phức_hợp mua_sắm
không gian mát mẻ,1,không_gian mát_mẻ,không_gian mát_mẻ,không_gian mát_mẻ
điều đó là tốt và dịch vụ rất tuyệt,1,điều đó là tốt và dịch_vụ rất tuyệt,điều đó là tốt và dịch_vụ rất tuyệt,dịch_vụ tuyệt
thức ăn ngon. và dịch vụ tốt,1,thức_ăn ngon . và dịch_vụ tốt,thức_ăn ngon . và dịch_vụ tốt,thức_ăn ngon dịch_vụ
"tôi luôn sử dụng dịch vụ go through take away 247 service. dịch vụ tốt, nhân viên tư vấn nhiệt tình và gần gũi.",1,"tôi luôn sử_dụng dịch_vụ go through take away 247 service . dịch_vụ tốt , nhân_viên tư_vấn nhiệt_tình và gần_gũi .","tôi luôn sử_dụng dịch_vụ go through take away 247 service . dịch_vụ tốt , nhân_viên tư_vấn nhiệt_tình và gần_gũi .",sử_dụng dịch_vụ go through take away 247 service dịch_vụ nhân_viên tư_vấn nhiệt_tình gần_gũi
mở,1,mở,mở,
hương vị như hàn quốc,1,hương_vị như hàn_quốc,hương_vị như hàn_quốc,hương_vị hàn_quốc
thuc ăn ngon .trang tri đẹp và có chỗ chơi cho trẻ con con không lại thoáng mát trung tâm.,1,thuc ăn ngon . trang tri đẹp và có chỗ chơi cho trẻ_con con không lại thoáng mát trung_tâm .,thuc ăn ngon . trang tri đẹp và có chỗ chơi cho trẻ_con con không lại thoáng mát trung_tâm .,thuc ngon trang tri đẹp chỗ trẻ_con thoáng mát trung_tâm
